sample_id,language,text,sentiment,code_switched_english,english_token_count,word_count,source
isixhosa_214,isiXhosa,inkinga raf money has potholes 🤞🏾😅,positive,True,2,5,Twitter
isixhosa_215,isiXhosa,lunga 21 inoba usanxilile mntasekhaya very much so,neutral,True,3,7,Twitter
isixhosa_216,isiXhosa,evidence shongw like how mara 247 365 soze 🤞🙆😳🙆,positive,True,2,6,Twitter
isixhosa_217,isiXhosa,why are men yho haa bethuna,positive,True,2,6,Twitter
isixhosa_218,isiXhosa,sizwedhlomo ey sizwedhlomo phela udume ngama predictions wokvaya what did you hear now b,neutral,True,4,14,Twitter
isixhosa_219,isiXhosa,fckn ironic umntu abhibhidle nje amazinyo ngobu menemeneat that time angekhe afel umntwana wakheangekhe afel umfazi wakheinstead angahamba ayothwala athengise ngemiphefumlo yabo nangegazi labo,negative,True,1,24,Twitter
isixhosa_220,isiXhosa,mfoka jobe news just in they thought its you in that convoy mhlekazi,positive,True,4,13,Twitter
isixhosa_221,isiXhosa,mthembu khumbulu bengibekisa… ngeke sixabaniswe imali engekho okay ngokuzama ng esincane … ngizobuza umama yongy094 if singakunika malini,negative,True,2,17,Twitter
isixhosa_222,isiXhosa,im not leaving my underwear at a boyfriends place just to claim a positionsoze,neutral,True,5,14,Twitter
isixhosa_223,isiXhosa,bethuna its like these happened weeks ago 🤣🤣🤣,neutral,True,2,7,Twitter
isixhosa_224,isiXhosa,cabanga phela ngoba it’s not friday today 🥴,negative,True,3,8,Twitter
isixhosa_225,isiXhosa,chumiesa sundi force’a kaloku 🌚,positive,True,1,5,Twitter
isixhosa_226,isiXhosa,abo oscar mabuyane kanti yini umsebenzi wabo being power hungry only,neutral,True,2,11,Twitter
isixhosa_227,isiXhosa,aphelelejody kanya kb jonga passport dusted visa loading and contract loading asobe ndive ngani rha,negative,True,1,15,Twitter
isixhosa_228,isiXhosa,i network nayo once wa shift nje kancane ku spot it’s game over 😂😂😂,positive,True,3,14,Twitter
isixhosa_229,isiXhosa,jagman4sho kingcoshi lesufi julius s malema effsouthafrica myanc kumele ngikhahlele umntwana webhunu nginayo i r12k,neutral,True,1,17,Twitter
isixhosa_230,isiXhosa,grand master m you are a very good actor kaloku wenandiyakwazi,neutral,True,5,11,Twitter
isixhosa_231,isiXhosa,kabeezy29 ngyabonga dali wami ❤️❤️❤️ but as msaki would say “ubomi abumanga” impilo kuzomele iqhubeke 🥺🥺,positive,True,2,14,Twitter
isixhosa_232,isiXhosa,i’m never working for another small yt owned company again kuyagezwa phaya,neutral,True,2,13,Twitter
isixhosa_233,isiXhosa,not too good im feeling lonely and emotional namhlanje ingaske ndibekwe esifubeni and sleep,neutral,True,5,14,Twitter
isixhosa_234,isiXhosa,bhele gcogconombebe bhele uneshaqa le crocs r700 kaloku i crocs,neutral,True,1,10,Twitter
isixhosa_235,isiXhosa,watched opw today all i can say is im joining tinder shame this year soze ndingabina boyfriend ndedwa kaloku😩,negative,True,5,19,Twitter
isixhosa_236,isiXhosa,sharing a bottle of cab sauv over a fire chatting adulting tings with the old man will always be top tier moments for me ndiyabulela tenza,positive,True,7,26,Twitter
isixhosa_237,isiXhosa,oceangiggless yhoooo that akwande or he reminds later that khange ucele uxolo😂,positive,True,4,12,Twitter
isixhosa_238,isiXhosa,nantsi ke i25 year old 😍❤️🥂🎉thank you so much to everyone who wished me a happy birthday yesterday 🙏🏾 yall made my day extra special ❤️❤️😘,positive,True,11,24,Twitter
isixhosa_239,isiXhosa,langton grant stusjohnson not khayalitshalanga philip and nyanga,neutral,True,2,8,Twitter
isixhosa_240,isiXhosa,mpedi86 haw ngeke soze i’ll one of the nola’s some of them are nice,neutral,True,4,16,Twitter
isixhosa_241,isiXhosa,snezo ntaka inyama encane so,neutral,True,1,5,Twitter
isixhosa_242,isiXhosa,ncubukezim very goodkaloku bathi ianc ngumbutho wam suffer ke,neutral,True,1,9,Twitter
isixhosa_243,isiXhosa,just went to back to december 2005 just copped my first lacoste ngishaye ilambada impilo bekuyintokozo at the time,negative,True,4,18,Twitter
isixhosa_244,isiXhosa,just join the march mhlekazi,positive,True,2,5,Twitter
isixhosa_245,isiXhosa,sizwedhlomo and at this rate kushoda konke sisenjeni ngempela,neutral,True,2,9,Twitter
isixhosa_246,isiXhosa,marvin he’s forever smilinghleli nje ungunqekeinoba ulala iindlathi zibuhlungu🙄,negative,True,1,10,Twitter
isixhosa_247,isiXhosa,muvhangotshedza 😂😂 so uyalila ke ngoku,negative,True,1,5,Twitter
isixhosa_248,isiXhosa,jgz foundation frivolous ashonaphi amahloni kule foundation isn’t that the patrons middle name,neutral,True,2,14,Twitter
isixhosa_249,isiXhosa,sigujana za akwenziwa ke lokhu usumehlulile umendo already iqebeqebe,neutral,True,1,9,Twitter
isixhosa_250,isiXhosa,she must unlock her account simngene kakuhle 😎,positive,True,2,7,Twitter
isixhosa_251,isiXhosa,ta size syzalouw so you really think mokotjo would be a backup to zwanecabanga kahle mfo,negative,True,6,16,Twitter
isixhosa_252,isiXhosa,rawcrudo when we have imisebenzi we usually slaughterbe it a cow goat or sheep the meat from that animal that was slaughtered yiyo inyama yomsebenzi,positive,True,11,25,Twitter
isixhosa_253,isiXhosa,if its directed to me then its definitely personal nibaqela kakubi abantu nina,negative,True,2,13,Twitter
isixhosa_254,isiXhosa,a zintonga lutho angishongo njalo😂 ngiyakukholwa😊,positive,True,1,6,Twitter
isixhosa_255,isiXhosa,lizanjee funeka singavumi ukuvalelwa this time ngekhe kaloku😭,negative,True,1,8,Twitter
isixhosa_256,isiXhosa,miss nzie thina esi allergic to everything 🍄🥜 meat 🍖🥩 ngiba no twayi for days lo 🍍 kuvaleka amehlo kudumbe umlomo 🤷,negative,True,1,18,Twitter
isixhosa_257,isiXhosa,andiyivha kakuhle ke le but i’ll wait…,positive,True,3,8,Twitter
isixhosa_258,isiXhosa,clibo sa1 i need to heal mhlekazi,positive,True,1,7,Twitter
isixhosa_259,isiXhosa,gamabtweets ay nono it cant kills you kaloku,neutral,True,3,8,Twitter
isixhosa_260,isiXhosa,my partner promised to give me the whole world nizohlalaphi kengoku nina guys,positive,True,3,13,Twitter
isixhosa_261,isiXhosa,zwelethuo uxolo 😬 i hope you won,positive,True,2,6,Twitter
isixhosa_262,isiXhosa,the siya crew has been informed that thamsanqa gabuza will not be leaving supersport united while iqraam rayners has found himself a new home slsiyaread more,positive,True,11,26,Twitter
isixhosa_263,isiXhosa,shimza01 is the best dj in the country… my opinion doesn’t really matter but i know music kunye,neutral,True,8,19,Twitter
isixhosa_264,isiXhosa,2022africa kanti what is it with you guys and not adding sugar to amasi😂😂,positive,True,6,14,Twitter
isixhosa_265,isiXhosa,kubekho laaalgoa bus company here in gq yhoo oodriver bacinga baqhiba amaphelajikileza soze uyinuke imali yakho kubo,positive,True,1,17,Twitter
isixhosa_266,isiXhosa,hehake why do my feet hurt should i call that baby advocate now or tomorrow kengoku,negative,True,9,16,Twitter
isixhosa_267,isiXhosa,usathi ukwi emergency ye xxxvideos ngapha kmele ucacise ukba youre not a robotreally now 🙄,neutral,True,3,14,Twitter
isixhosa_268,isiXhosa,soso spayi lol kanti yintoni ke gqeberha,negative,True,1,7,Twitter
isixhosa_269,isiXhosa,yaya is that makazi there bbtitans,neutral,True,3,6,Twitter
isixhosa_270,isiXhosa,one person followed me automatically checked by,neutral,True,1,7,Twitter
isixhosa_271,isiXhosa,nandemabulu ngicela ungiphe your plug 😂,positive,True,1,5,Twitter
isixhosa_272,isiXhosa,one thing about me i’ll call umzali because ungumzali 😉,positive,True,3,10,Twitter
isixhosa_273,isiXhosa,nkosi dlamini angithi uyeva kelihle le planweve been fed mediocrity for far too long,negative,True,1,14,Twitter
isixhosa_274,isiXhosa,portiamabunda ai i hope ta msi kaloku they killed u tamnci my fav 💔,negative,True,3,13,Twitter
isixhosa_275,isiXhosa,solphendukaa hai kabi bahlali u jst cant with my child soze klkkunganuka kungabolanga,neutral,True,2,13,Twitter
isixhosa_276,isiXhosa,akonpsj kaloku ngamabhongo omzali and when ku thethwa people say abantu banomona,negative,True,2,12,Twitter
isixhosa_277,isiXhosa,nolutandoa realblackcoffee lol haa khange andiphendule umkhuluwa funeka aqale asadvize nge blukwe ezinananzelayo uba ithini into yazo,negative,True,1,17,Twitter
isixhosa_278,isiXhosa,🧔🏿 windhoek please🧑🏻 wena mhlekazi👨🏾‍🦲 namibia,positive,True,1,5,Twitter
isixhosa_279,isiXhosa,mdunkosi9 hybreed 🙆🏽‍♂️😂😂😂lutho bhuti sekusile yini ngithi yonke lento i phupho,positive,True,1,11,Twitter
isixhosa_280,isiXhosa,they kiss outside now bethuna,neutral,True,2,5,Twitter
isixhosa_281,isiXhosa,misuzuluking his majesty theisilungu ngamasiba to be honestokanye sisjoji,neutral,True,1,9,Twitter
isixhosa_282,isiXhosa,so saada soze aphinde akhokhe lemali 😬,positive,True,1,6,Twitter
isixhosa_283,isiXhosa,advobarryroux jonga they dont love us,negative,True,4,6,Twitter
isixhosa_284,isiXhosa,just got home from gym and i actually want to pass out and sleep ndivuke ngomso at 6am,neutral,True,6,18,Twitter
isixhosa_285,isiXhosa,lizol12 you must see it now akhonto ingamoshakalanga 🤮,negative,True,3,8,Twitter
isixhosa_286,isiXhosa,sibusisond its alot more than enough for me phofu,neutral,True,2,9,Twitter
isixhosa_287,isiXhosa,nkoskhodola 23 of course we are unbeatable right now and akhonto nizoyenza ngalonto,negative,True,4,12,Twitter
isixhosa_288,isiXhosa,busiswa stemele eish kubanjalo but ingxaki ze2 zisibangela sinyamezele noba kunzima🥺😭 kuba abantu bakuzama ude uphuncukelwe sisimilo,negative,True,2,17,Twitter
isixhosa_289,isiXhosa,shegeminiaf yesana ndiyithe jep inoba ngumona klk there’s nothing else…yhuuu omonashe🤭,negative,True,1,13,Twitter
isixhosa_290,isiXhosa,busiswa stemele 😂 kaloku yhihobby umatras apha kuthixa wena usithi my hobby is reading booksthina sithi my hobby is bedding someone,positive,True,4,20,Twitter
isixhosa_291,isiXhosa,kleanique h p mzwanelemanyi explain the low carbs thing mhlekazi,positive,True,1,10,Twitter
isixhosa_292,isiXhosa,real kingsfiso maybe u living with the biggest lie endlini awenze idna yengane uyeke amanga akude unake aseduze kwakho,neutral,True,2,19,Twitter
isixhosa_293,isiXhosa,msendi1 advobarryroux jonga mntase wena you know us so well 🤗,negative,True,3,10,Twitter
isixhosa_294,isiXhosa,my birthday is this fridayguys ngicela ama present niyezwa,neutral,True,3,9,Twitter
isixhosa_295,isiXhosa,nomagugusamke nikitareturn mntase forgive her when you’re ready not xa ecele uxolo cz chances are she won’t abafuni acknowledga and apologise bona,positive,True,6,24,Twitter
isixhosa_296,isiXhosa,ewnupdates kanti intoni ayaziyo lozavolo everything his asked about the answer always is i dont know im not aware i never knew about it,negative,True,9,24,Twitter
isixhosa_297,isiXhosa,recovery run runningwithtumisole fetchyourbody2022 i met umxhosa wakuthi then everything started 2 make sense bethunana😂,positive,True,1,14,Twitter
isixhosa_298,isiXhosa,umntu athi ufuna a tall dark and handsome guy eloxesha yena sisgaqa sestiff papa,negative,True,2,14,Twitter
isixhosa_299,isiXhosa,this sisi zange sikhule sisenga irice okanye ioats thina,neutral,True,1,9,Twitter
isixhosa_300,isiXhosa,i learnt that financial lessons are for people with money otherwise kum ingxaki eqale yafika ndizojongana nayo 🤷🏿‍♂️,negative,True,4,17,Twitter
