sentence,Final_Label,predict_name
go tsididi ah,neutral,Setswana
 bao ba botoka someone out there transferred jesus out and brought in mitrovic ,negative,multi
@user @user o happy ka go bona go siame,positive,Setswana
@user @user pep is genius gore o coach di team tse di nang le madi ga se kgang mme ene rra wa berekwa,negative,Setswana
@user @user shao o tlo di ja a di qeta ba tla tsamaya ka rifi fatshe,neutral,Setswana
ha goa sala sepe gore ke change simcard ,neutral,Setswana
@user lol na mina nori vona kwala ka fbk,neutral,Setswana
@user nyaa nna ke tshogile hela ke bona tweet my sista askies ,negative,Setswana
@user last season na dlala hela on that role ke kgang ya the supply nd the creativity around the box,negative,multi
@user @user ke kgopela le mpheng lift ntate mogashwa ,positive,Setswana
@user o pila thata whereby i cant even recognized you ,positive,multi
bopha bopha bopha inspection of a bad building currently underway @user officers descended into the usindiso building corner delvers and albert to conduct high level searching ,negative,multi
@user ngoana ena ke oa ntate molimo ,negative,Setswana
@user @user ipalle mona ntate,negative,Setswana
@user koore o tshega eng o sa ntirele ewallet ka reka 6pack ,neutral,Setswana
the way @user marketing department e sele alive ka teng ua bona hore management has changed a bit to embrace a new way of thinking ,negative,Setswana
@user @user o betsa feis,neutral,Setswana
 i might say ba tshwana but they re doing better than these ones ,positive,multi
heela ke iphitlhetse mo massurpeng maloba kere i m looking out for a friend ,positive,Setswana
@user @user pls check follow likes carol mashudu boitumelo s facebook page for job related posts goodluck ,positive,Setswana
ngabe yini ekwenza ubize inkosi simakade ngo prince esegcotshiwe ukuba yinkosi yethu bese ubiza untwana misuzulu nge king engakagcotshwa ,neutral,IsiNdebele
o kae rragwe ,neutral,Setswana
@user tshwanetse ke no loka ko ba happy ka dai transi ,negative,Setswana
@user ke siame wena ,neutral,Setswana
@user bona nou rragwe ongatile rragwe ka lejwe ,positive,Setswana
@user sa tshega ,negative,Setswana
@user remaketse boohle ntate ntho liqala hanyane ebe litsoa taolong,neutral,Setswana
@user ntate thuso keo hlomphile sebata,neutral,Setswana
weitse ausi mongwe o fitile fo gae ne itse a tlotla be a re o fitile such ko setlagole kare the description fits this picture ke no ipotsa fela gore ke dumele efe docket ,negative,Setswana
@user loko rixaka ri lava ku tiva to tala nita va chumbutela hi xin we-xin we handle ko tilumaluma kwale ka afrika wa vulavula mintlangu i swinyanyuri loko unga nyanyuriwi hi mintlangu ana ha switivi proverb,positive,Tsonga
@user go lwala bathong eish,negative,Setswana
@user @user @user @user @user moso o montle the dream team karabo ke gore nnyaa ka gore re tshelela mo nakong tsa gompieno mo go nang le tekatekano ya bong kgatelelo eo ke dilo tsa bogologolo mo bomme ba neng ba sena gore ba ka ipuelela but dilo di fetogi,positive,
fa o bona re rata batho ka di half jaana ,negative,Setswana
@user yhooo futhi baseza ngoba sa corporate increases season is coming up 1st time driving since athola umthelo ana18 1 bese azifune kwi 12 ngo 7am jeso ke m boloki wa ka ,negative,Isixhosa
@user @user waitse i m in bed and the sight of it makes me sick ke tla boa kamoso ,negative,Setswana
i really come from a weird family my uncle s children different mother s are both getting married on the same day different villages gatwe re ikgaoganye jang tota ,negative,Setswana
@user i think so kamoso,positive,Setswana
@user cha awukahlakaniphi buka letfombe bese uyasho kutsi he d still wear the same shirt even today ,neutral,Siswati
@user dijara tse12 ke gone a lekang pala monwana tshwanetse re botse dipotso tse so ,positive,Setswana
@user o sharp mara why ote fihla,negative,Setswana
grandpa one a reela gore o opiwa ke thogo or what ,neutral,Setswana
@user @user eish rraetsho o re botsa dipotso hela tse di seng relevant wena itse hela gore re na le lona ko out of the country yoo,neutral,Setswana
you are missing the point kgang ke gore rr yole is a qualified medical doctor he should know better by virtue of his qualifications ,negative,multi
@user @user @user @user ntate ue ,neutral,Setswana
 ke teng for u ntja ,neutral,Setswana
@user nnyaa monna dont fight them maloba neke bona gotwe anatomy was not important at school leha nego dirisitswe insect as an exle ,positive,Setswana
 red lining ke mo go ntseng jang nkgonne ,neutral,Setswana
@user @user @user lmao in your head nota sponsored her trip to europe when they ve been separated since jan and she wants nothing to do with him lona le gafa go tshwana le nota shem ,positive,Setswana
tshwanetse keye hr le finance downstairs but mphathi we femu ukhona vandag and a ke nyake go mmona,neutral,multi
@user gape ke ipotsa baya go direla ha kae,positive,Setswana
mense when they see a lot of people on this they starting pushing it very fast azanka ka wa ka marago botlhoko byana i event to get an x-ray shit was painful,negative,Setswana
@user if you re in gaborone ke batla go go bona le haele kamoso,positive,Setswana
nka mo tshega ,negative,Setswana
@user ke batla go ipona ke le kwa lineup entle jaana ,negative,Setswana
@user @user bonolo mina nawe asiyi ezulwini nex-nex ,negative,Setswana
@user @user afternoon sentle i would like to mark a register from tembisa ndaaaaaa,positive,Setswana
@user yoh serious they make us believe gorr no man rotlhe we are going kante bone niks,negative,multi
@user lucky you kwano i was struggling to sleep because of mogote im waking up to letsatsi now ,negative,Setswana
@user @user go botlhoko,neutral,Setswana
@user lol wena kana wabe ole within di cuddle o tshega ka rona nje ,neutral,Setswana
@user haven t calculated dira sentle o win e,negative,Setswana
@user o ntsaya jang tota davis ,neutral,Setswana
@user ke dira sengwe ke tshwanetse ke planele marina tita hela,positive,Setswana
@user ntate semenya,neutral,Setswana
 tshega as in tiger banyana ba skraal ba lapisa ,negative,Setswana
@user nnyaa jaanong wa flop,negative,Setswana
@user lmao hahaha they even asked her and she was like nah shes the only one when they fight he gives her and her friends a girls trip or spa dates monate wa teng ,negative,Setswana
@user cried myself to sleep last night ke ipotsa why,negative,multi
@user lol ke wa eng jaanong ,negative,Setswana
@user which one tota ga se wena wa maloba o garaswanya global diesel o tlhaga mantlha aa lobatse o goga trailer ,negative,Setswana
@user @user @user wa itse kgang e ,negative,Setswana
@user kaha kesa rateng go phakela ka teng i m glad i have never experienced this ,negative,Setswana
@user pitso mosimane on why south africans don t love him and gets love from outside ,positive,multi
@user yaaka wena jaana o sena go nkaketsa ka 2 football shirts ,neutral,Setswana
@user a thwasang teng,neutral,Setswana
@user bese uthi uyoshanda kambatha it sort of like dbz but different,positive,Setswana
 kae le mang goreng jang a sa wa ,negative,Setswana
@user @user o a bona jang o sa bona ame ,negative,Setswana
trust you guys to address tse di seng botlhokwa and do a stupid write up ka tse di seng botlhokwa ,negative,Setswana
@user mo maun ga e re 7am re simolola go soka name e kgabakgaba ,positive,Setswana
lol le mpolaya thata he le lwa over preferences ,positive,Setswana
batswana itlhele bale bantle ke ipotsa gore ke nna kae bone ba nna kae,neutral,Setswana
@user yaaa o xapo exactly what i felt ka maloba ,neutral,Setswana
o buisa jang mogatse bjb ,positive,Setswana
@user ko utlwela botlhoko the day ke lebellang 24hrs kesa utlwi mabarebare ebong mute ngwana ko gae ,neutral,Setswana
ntate maphutha ,neutral,Isixhosa
@user ausi eo eena ,positive,Setswana
@user ke groovile thata miss k but also songs are attached to memories ,positive,multi
@user o ntheetse thata ,positive,Setswana
@user thata kana gongwe le irwa ke sin city tswang koo,negative,Setswana
@user @user @user @user im a fan of sentle lehihi ,positive,Setswana
@user @user tlaya i m already in joburg cbd,neutral,Setswana
@user rre yo mongwe jaana wa ko tswapong ,negative,Setswana
@user @user ele gore o kopana le batho jang o sa tlotle le bone ,positive,Setswana
@user mfanaka ke betsa di goal beke le beke,neutral,Setswana
@user why are they pulling out mme go botlhoko gore considering our football is already suffering due to lack of sponsors ,negative,multi
@user gase wena wa maloba o lwatsa mmereki ka wena ka bojalwa ,negative,Setswana
@user ha ke li tsebe ntate i think we ll have to go to google because i don t think the ministry of health has said anything about this ,negative,multi
@user @user @user bese ,neutral,Setswana
le sa re buisa thata send those women s day wishes with ewallets,negative,Setswana
@user le nale dingwaga tse kahe ele gore 30 seems like grown up age ah ah,positive,Setswana
@user la tshwana gore,neutral,Setswana
@user thata thata dess dess dess,negative,Setswana
imagine o kopana le motho bosigo mo jarateng ya gago id rather ele legodu than mosangoma ,negative,Setswana
@user aaaaaaaaa i feel you have some fly mr smooth mr tshaka get well ntate hle ,positive,Setswana
@user @user dada onkitsi sentle tlile kea rumiwa metsi ka bowa masigo ,positive,Setswana
@user re utlwile tlhe re sentse eng ,negative,Setswana
danko ka mmino o monate wa sedumedi@realjonito @user @user @user,negative,Setswana
@user jaanong o dira jang ge o kwatile ,positive,Setswana
@user @user @user tsa monna mogolo ,positive,Setswana
@user ke tshogile,neutral,Setswana
@user lenna ne ke tshameka aker ,neutral,Setswana
@user me too ke ha ke tshega le ene koore vel ubon kuthi weeeeeeh ,positive,Setswana
 mama ha ke mo raya jaana o raya batho a re o ntheetse a re kele reye kere ga yo ,positive,Setswana
@user lol nthuse hle ska tsheha ,negative,Setswana
blind dates ke apere hempe ya jean ,negative,Setswana
kante lona someone said miss sa wa gompieno nkare principal thobakgale ,negative,Setswana
mongezi awusho yini inkinga mfana wami uzo khothana nabafazi bese uyo khulumo emsamo cha ngeke ngathi kumele uye ekhaya manje igoli lehlule manje ,negative,Isizulu
lebo ga araba tsona,positive,Setswana
@user kana o raa ngwaga tlang go kgakala gore let s hope le tla tshameka on one of the cups,negative,Setswana
@user @user dp minister of the department of employment and labour sir ma am boitumelo moloi we celebrate women today rock imbokoto we put our differences aside will debate in the parliament then decided by the election day 2024 nb not all public servants,positive,
le mooni mudau kgale a beile kae sekgota right mo nokeng hai give sailor his flowers maan ,negative,Setswana
@user lenna ka ipotsa ,positive,Setswana
@user mme kana neo ta sentle ja stock akere ke gone ka o dira stock taking ,positive,Setswana
@user boitumelo yhooo you re so gorgeous after a million years hle ,positive,Setswana
@user @user kgadi a mokgotho a madiagane ba shoboro leopela koma bagolo basae opele ba mogolo a makasa ngwana barego ngwana a rete reya amoga ke bana ba sekgopa sa nko a tona tau sebapola mat ibogong ba mogo mmut wa seokolot a dirathana mohlape wa hlwa le,neutral,
@user jaanong ha mong wa lelwapa ele ene a hlagelang legora ebile worse a sa disclose his marital status ,negative,Setswana
@user ne re se irisa to restore appetite relieve heartburn and reduce pain and inflammation especially if motho ne sa je sentle,negative,multi
i have a feeling i m going to have twins let me screen grab this actually yang le mang nam anagazi but ku zo diragala ,positive,Setswana
while going through a breakup bese ithi inkantolo 200k ,negative,IsiNdebele
@user amen mogolo yoke moratang god bless u,positive,Setswana
waitse ka sotega ahh ke loma ka meno jaanong ,negative,Setswana
@user ne ke nyako tshwana le bana babangwe ke participate e in a thread ,negative,Setswana
as it stands liverpool ere sia ka 2 points akere nnyaa mme there s hope ko man utd ,positive,Setswana
@user ijoo kana o rata attention jang the reference mxm nte ke didimale ,positive,multi
how 2 different diagnoses and that lady o ne a raya jang a re my tooth e bodile on the inside when this man and the one before said there is nothing wrong with my teeth ore ke a go kumulwa leino le sa re sepe ,negative,Setswana
@user @user definitely the r5000 i think ba tlhoka ultimatum ,negative,Setswana
ga go toro ye oka e phethagat ago bonolo bophelong ba bangwe will try to discourage you telling you gore ga go kgonege efela tseba gore wena you are unique and capable remember nothing is impossible the word itself says i m possible ,negative,multi
@user heelang how am i single go tleetse basadi ba ba ntle jaana ahh ahh ahh,positive,Setswana
@user lol zwane will be fired soon cz next game he will introduce new lineup and adliwe bese kusho lompahla yasemabhida,negative,Setswana
@user hambo ofa wenanja woooo puo ya lpna enkare lle bolaya batho lona le rush ya bpko haram hae kopana le lona ya tshaba ma qhotsa a tena weitsi,negative,Setswana
@user go bosigo but your forms of joining the glamour boys are still there waiting for your signature don t worry a beautiful massage will be waiting for you ,negative,multi
a di teng tseo ,neutral,Setswana
@user mr kgosi o ne tshosa di agents ka his london hela ,positive,Setswana
@user i saw that too o fodisa game thata,negative,Setswana
@user kanti definition ya mistake ke efe ntate his sorry mos ,negative,Setswana
may the good lord give you strenh i pray for you such a blessing i salute you ntate mashawana and your team you are the world s greatest a blessing to humankind ra le leboga ,positive,multi
@user tshela petrol re vae ,positive,Setswana
@user aowaa just imagine being scared ho fihla fridging in your house ,negative,multi
@user @user nnya yo o bodipa jaanong,neutral,Setswana
@user dumela ntate maphale ,neutral,Setswana
@user asiwona ama typer wabo angithi baduma nama typer wabo uma eseqedile ukubadlala ngabo bese bayabuya kithi sebekhathele asizi,neutral,Isixhosa
@user baeng ganke ba shiya ebile ba rwala le mefago ,positive,Setswana
@user ntate o tsamaisang ngwana a tla antella so vroug in die moere,negative,multi
gwa tshwana ,neutral,Setswana
@user @user ntate mboweni you published government documents in either english or afrikaans as you were ,negative,multi
@user sizobona boitumelo ,neutral,Setswana
why would a person rasisa their radio so vroeg why tshwanetse le rona re utlwelle ditaba just coz wena you say so wow,positive,Setswana
@user o jele fatshe polo drivers a famous for leaving their cars behind ,positive,multi
@user e nna bosigo ko dibareng ,positive,Setswana
@user lol we owe women nothing gents nothing don t tell her nothing it s not like dikuku tsa bona di perfect so different strokes for different folks be you be happy ,negative,multi
@user hayiboo nithe moss a minimum of r20 00 bese kuba njalo haibona ,neutral,Setswana
@user wa lwala get better ntwana,positive,multi
confronting someone on national tv because they re cheating with your partner bese you end up catching hands would send me to the e r ,negative,multi
 james mothibi is worried coach jose riveiro could be a victim of a wave of criticism from club legends like what befell pitso mosimane at al ahly ,negative,multi
ba phatlhakantse maikutlo shem go tla siama ,positive,Setswana
@user le wena ankere re rotlhe ,neutral,Setswana
@user ehe o rialo ,positive,Setswana
@user go thata tota,negative,Setswana
ga ke itse jaanong ,neutral,Setswana
pain ya teng e kare o fisitswe ke metsi a belang ,negative,Setswana
@user uwa nesihlalo bese uyibuke kahle ulele ngomhlane,negative,Isixhosa
@user ake nyake go bolela thata ,negative,Setswana
rragwe has a pic exactly like this from yizo yizo ,negative,multi
@user o siame ,positive,Setswana
@user batla go nna tsala le motho yo nnang le sefako ,positive,Setswana
i really want to fetch my ancestors baze bazophila lempilo engiy philayo bezwe lo doti engikuwo bese banshele ukuth why are they not doing anything about it,negative,multi
@user eya tlhaga a comita suitcase ,negative,Setswana
@user kana kgang wings and grill nearby letswainyana all day ,positive,multi
@user eish go thata,negative,Setswana
jaanong ten hag ,neutral,Setswana
@user count me out ke nyaka diphala nna tshwanetse ke ntshe kgomo mo lesakeng yoh,negative,Setswana
@user osang tshega ,negative,Setswana
@user baka shem you won t regret it,negative,Setswana
@user @user mina ngzocela ukbuza kuchazani ukvuka embhedeni nomuntu wakho bese phakathi kwenu lanilele khona kukhona isdumbu somuntu wesilisa obethandana naye lomuntu wesmame @user,positive,IsiNdebele
segolo ke bophelo ,neutral,Setswana
yoh eish banyana baka,negative,multi
@user @user @user ao esetse ele di maspala tsa ka jaaning bolela mo kgang eo ele mo tafoleng nna ga ke thito kgang wa itse ka ditla morago e santse ele matsadi a tlhodilweng ke supra le anc ya gagwe ,negative,Setswana
@user go kgalema lenyatso go botlhokwa ,negative,Setswana
waitse kaha ke ratang this girl ka teng dee rocks ,positive,Setswana
@user @user @user nkile ka sharer le rre mongwe wa skwata ko mogoditshane near sskb left him there ke ya sekolong ha ke boa ke a lela a re kana he was offered jarata ya teng ka150 and he declined a year later they were over 500k ,negative,Setswana
uaminifu ndio kila kitu loyalty is everything ,neutral,multi
@user @user motho ga sa thole a tshega le wena tlhe go botlhoko ,negative,Setswana
ithi ng khale nxala bese siza qala phansi ,negative,IsiNdebele
 chechella kwana ke di bone ke tla etsang jwang ke le motswetse tsena ke tsa mang ke tsa hao ntate thabang ,negative,Setswana
@user @user bese beyaphika ukuthi basuke befensa amadoda mabedunusa ,negative,Setswana
@user le rrabontle wa chadibe ga wa nna jaana ,negative,Setswana
@user ba tlohele ho re roma re le baholo ha re fihla re etsa melao e amanang le penchele rea khaohana ,positive,Setswana
@user @user kele teng ,neutral,Setswana
@user line ya eng kgosi nna ha gona ha ke tsenang teng ,positive,Setswana
@user eh di tshwana le sumfimg,neutral,Setswana
@user when my dad left10years ago so did everyone from my dad s side bo rangwane bo rakgadi their kids literally vanished le gore o kile a lwala selo mo tlhogong i dont know,negative,multi
@user ha ke rate lefahla hey what about bana baka batlo hloka hairline because of ntate wa lefahla ,negative,multi
@user se itatise nako e tla fihla ,negative,Setswana
@user @user ke leka go e tlhaloganya kgang ye ,positive,Setswana
@user mmuso o gopola fela batho ba go loba maphelo a letsatsi leo ga ba buwe selo ka bao ba gobetsego ka letsatsi leo re le sechaba re ka ithuta go ka boledisana le mmuso ge gona le bothata re selwe le mmuso mpho mokoena from jericho,negative,Setswana
yhuuu akasemse ke yena unoyno congrats wena lovey sidenote haibo @user who did y all tell about this na ntombi mnkr niyazi fihla iizinto ,positive,Isixhosa
@user @user bese beyaphi ke laba abafundele teaching mase kuvalwa ama gap ngani ,neutral,Setswana
hee le a bona gore one of the bodyguards o fine jang lona ,positive,Setswana
@user bathong jaanong why o re bitsa di ,negative,Setswana
@user go tile a kwale or else its over ,positive,Setswana
@user o raya jang ,neutral,Setswana
role model ea masepa naa se re lebetse hore naa role model meaning oa teng ke eng ,negative,Setswana
instead of using energy yee go batla thando o busy ka ntho tse kgakala le ene ,negative,Setswana
@user kopana le mlex,neutral,Setswana
bese kuba ama paper straws pure evil invention ,negative,multi
@user @user hold up simolola ko ntlheng o e tsee step by step,negative,Setswana
@user bo etswa for two minutes ba ba tlang bosigo,neutral,Setswana
@user @user bese ksasa he s at the clinic each and every after two weeks orr monthly ,neutral,Setswana
being an adult is so hard guys umuntu usehambana nelilo bese still engalali eyophekisa ,negative,IsiNdebele
@user ke tla leka teng ke utloe ke hore ke fumane their number,negative,Setswana
ke it s pile go mo araba ,neutral,Setswana
@user ati haa bate dilo tseo tsa go nna mega superstar ka di standards tsa rona he just wants to make good music and enjoy his life and its okay lifestyle ya teng most times o swa early but o jele monate,negative,multi
@user o dira jang ,positive,Setswana
@user rona bagolo re rata go tsholwa re itumela o tla bona mmaagwe marang gore o tlaabo a ikutlwa jang nako ya teng ,negative,Setswana
@user o thata tuu ,negative,Setswana
@user kana jang mma ,positive,Setswana
@user hatsebe ho letsa mara thats the truth im referring to vele vele,neutral,Setswana
@user kgang ele eng o ne o kase itshware,neutral,Setswana
@user ka lwala flu like symptoms runny stomach and ka tlhatsa,negative,multi
@user nnyaa gompieno ke itse nnete ,positive,Setswana
nna neh ke tshega batho ka weekend ,negative,Setswana
@user completed forms tsa landlord earlier kego nale space sa email address ke ipotsa ba dirang ka yone,negative,Setswana
@user ke tla go check a phakela tsenya mo skaftini hoo,neutral,Setswana
@user i thought you were into house designing business jaanong polotiki yona or is it because a tap was closed somewhere ,neutral,Setswana
golo ga oomf go bereka jang okare kemo iponetse ,positive,Setswana
not entirely mara something nyana tshwanetse se nne attractive hle just something ,positive,multi
pimple kile ya nna botlhoko yaana ,negative,Setswana
@user @user ama attemp this kana that brocolli salad e tlhoka di pepper brocolli cheese and what chicken strips help ,positive,multi
noise noise ai le no hwet a noga e hwile la re e bolaile ke lena ma kaizer chiefs,negative,Setswana
phologolo motherland ,neutral,Setswana
yoh pain ya teng le ge o kare suprise dinner motho wa teng few weeks later a re ena e bile ga gopole o mo direla anything for birthday nna yaka will remain special forever ,positive,Setswana
@user he reminds me all the time gore ke yena ye mogolo,negative,Setswana
ntate modimo ka e kopa kea leboga ,negative,Setswana
kgosi smells like my boyfriend i m currently cuddling him ,positive,multi
ausi waka ,negative,multi
@user @user e boima kgang e,negative,Setswana
@user akere jaanong ha bare average jaana go nna boketenyana gore rekare its true or kana nnyaa,positive,Setswana
hj eu ia faze uma piadinha leve do menino da minha sala e o carlos pilloto pra minha amiga mas ela nao conhecia o carlos pilloto ,negative,multi
@user ng ng ko shoshong le ka rapela kgosi gore le tsene mo mabiteng,positive,Setswana
@user bathong o raya jang,positive,Setswana
been working the whole day monday ona le kgang shame ,negative,Setswana
@user wambhora ntate oo ,positive,multi
it s bad out in the western sandveld bp e palame ,negative,multi
@user happy birthday ntate ntate modimo a tswelepele hoo etsa hantle,positive,multi
@user heelang o batla kgakala jang le wena ,negative,Setswana
changed bands a bo ke tsenya tse di tshwanang aah ,neutral,Setswana
@user @user @user fix them ntate david fix them ba phapha,positive,Setswana
my son knocks before a tsena in my room am ready go hlahlela jaanong ,positive,Setswana
le @user @user @user @user puisano ya gago ya ntlha ya kopo tiro e tsmaile jaang fa e retetse matsapa e ne ele eng ,negative,Setswana
@user yooh go thata kwano,positive,Setswana
@user haik ha e fihla mono e khathatsa matla i just hope they will review,negative,Setswana
ke tshameka 2004-2009 music utlwa ere sean kingston we can go to the tropics ,neutral,Setswana
@user go fedile ke lehlogonolo se segolo ke bophelo ,negative,Setswana
@user hiswinwe niri kwala ka nsimbhi,neutral,Setswana
@user that s why ke botsa ka gore nna ka go tshaba jaanong ke ipotsa ro dira jang,positive,Setswana
@user thata byang ,positive,Setswana
@user @user e botlhoko nkare mokgwapa ,positive,Setswana
@user @user aowa hlogo ya nku ke gagesho @kwenaless seke wa fihla moo ka kgopelo tswetswe o tlare bolaela metse,negative,Setswana
ba jwetse ke tla bafa haba fihla mona lol ,positive,Setswana
@user my sincere condolences to the family and friends may his soul rest in eternal peace ntate screamer please be strong our thoughts and prayers are with you,positive,multi
@user gape e kgakala,negative,Setswana
 sala imoto igcwele ,negative,Setswana
@user bopha bopha bopha bophingane bopha ,neutral,Setswana
ke tshaba go ithuta di lyric toga aya go ntetsa and i don t want that,negative,Setswana
@user @user why mara south africans le rata go sheba ko morago jaana thats why o bona naga ya rona esa tswelele pele jaana u guys are always dwelling on the past and especially negative things,negative,Setswana
there are women who like and enjoy doing everything while their men are sitting down cooking cleaning all of and that s okay the only problem i have with them is their thinking that s the sop every woman must do that if not ga o lebiwe sentle if your man helps gatwe o jesitswe ,negative,multi
 ths s me mathata re kopana le manemene ,positive,Setswana
@user lento ebidlalwa yi galaxy ibizwa nge skop skies en donner kumakwa k phela bese ben bamba ngoqhwasha uma k vela ithuba ,negative,Isixhosa
@user ntate koko where do you get these things mara,neutral,multi
@user koore wa tshega,positive,Setswana
molula setulo oa mechachane welcoming our leader we are here because we are all fed up we love you ntate sam and we will ensure that your vision comes to life she said in her speech ,negative,multi
nako eo a hlekang borikhoe baka ke ha a fihla a re motho a ka bona se sepache se kokomohile pokothong moo athe ha hona e romang ngoana fokolake le tloheleng ho re secha re a le kopajoale teng be re fihle re bo jele ,negative,Setswana
awthi ngbuke nansi ingqayi bese ngingoba amadlangala ,neutral,Isixhosa
@user wena o tlhaga ole kae ,neutral,Setswana
close your spaza shop ntate ,neutral,multi
@user nna ke no botsisa fela ake lwe ba fihla eng ya go se nyake go bonwa ,positive,Setswana
@user neke lula kele ntate mona,negative,Setswana
premier are so tactically for ntate phasha,neutral,multi
tu nondunankulu angiqale ngimbongele ngesikhundla esisha ngicabanha ukuthi ukhethwe ngenxa yamava akhe ebuholini ngizocela ke awusebenzele umphakathi angabi i remote azithathele yena izinqumo ayimele imbokodo bese ecabangela intsha engasebenzi esifundazweni i kzn @user,negative,Isixhosa
@user @user bosigo bathong e seng nako tse ,neutral,Setswana
@user thata ga o nwe sente,negative,Setswana
@user @user yeyi la tshela neh ,negative,Setswana
@user ke gone fela go tshega waitse,neutral,Setswana
sekgoa sa lona gompieno se a le loma ,negative,Setswana
@user hei bo mma bontle ba botlhale ha banyana ba afrika borwa ba ntse ba araba dipotso ke ha ke ipotsa gore a mme nna ka araba jaaka bone owaii ke ha kele blank hela ,positive,Setswana
@user ausi kokie please buy shoes we don t want you looking homeless cause of the farm ,positive,Setswana
go thata ko nou c ,negative,Setswana
 phologolo tse ,neutral,Setswana
@user kana mme the last time when we were experiencing a fuel shortage ne re tshela e teng,negative,Setswana
@user eye contact ntate ,neutral,Setswana
@user go bothokwa hle ma once in a while go bata oba itebatsa and do what makes you happy re tswa kgakala re akanya ka bone,positive,multi
in recent times i would have said at least i have a beautiful girlfriend mara se segolo ke bophelo ,positive,Setswana
@user monate wa tsela ntate ,positive,Setswana
mo botswana someone with 20 years of experience can even be jealous of you with your entry level position and sabotage you mme o amogela ma 5thebe o ipotsa gore mme tota o mo tena ka eng ,positive,Setswana
@user @user nna ka nnete ke mo thabetse haele feela eba o tla sebetsa akere ntate ntse re isa bana kolong tse kantle ho naha le li ngakeng rea fihla bo bloemfontein koa ,negative,Setswana
 o loaded jang let s take a break wa teng ,negative,Setswana
@user baka seke why okare you already prepared for anything ,positive,multi
@user hai maybe ke tla kopana le that kind someday ,positive,Setswana
@user kea mo tshaba mme oomf wa teng ,positive,Setswana
@user @user eish ntate bishop kunzima but ke hotlaloka ,positive,multi
@user take the day off and get some rest go botlhokwa,neutral,Setswana
@user bese kudliwani bafo,neutral,multi
@user o tlotla bosula yang laitiake a itumetse,positive,Setswana
@user ka baka la ma congress ,negative,Setswana
@user jaanong one o tswa go lwa ,negative,Setswana
@user tonki ya lehlaka di go lota go fihla wena o dilahla t ona never di go lahle i must join the club ,negative,Setswana
e dingalo kgang e ukraine would be an amazing trade partner but the timing is the issue ,negative,multi
@user @user thata iyoo,neutral,Setswana
@user ke kopa le amoheleng i will get used to lerata la amaka le phynai m not moving to the trenches with them ke ipotsa skin care routine sa sheggs olo se etsetsa hokae,negative,Setswana
i wonder if anyone in the sports industry is going to research how covid has affected sports persons are they being honest about how their bodies have changed and what they feel or segolo ke bophelo ,negative,multi
@user umuntu anidlise bese athi ufuna ukuhamba ,positive,Isixhosa
o botoka yo mongwe ea go nna manchester united ,neutral,Setswana
chrome hearts scout sa maemo a ntlha,negative,Setswana
zozi wa teng didn t bother to pull her bouncer ,negative,Setswana
motswana o rile motlhoka pitse o palama ,neutral,Setswana
ke lantlha kotsi e iragalla hela ha pele ga matlho ame ene ke letsa hootara kere ke emisa motho wa teng ebe a sa reetse golo ha nashua turn hale go diphatsa fokotsang lebelo when turning right both ha o ya engen ya bontleng or going into the nashua jumbo trans straight ,negative,Setswana
@user reya go dira jang ,positive,Setswana
nna ke itumella mmino o monate tlholang sentle le basadi ba afrika borwa botlhe mpho mokoena from jericho,positive,Setswana
@user akere ke rata dijo tsedi monate jaanong gone go sena gore nka seke ka ithuta godi gata ke gaufi lago bidiwa mo ditirong gore ketle go kgabatlolega,positive,Setswana
@user ya go palama thaba ya oodi maitseboa ,positive,Setswana
@user o gaisa bale bantsi,neutral,Setswana
@user @user @user they could be thuma mina c after thinking they had their man as chair or they could be kzn factional zuma c after their chair was quoted in the newspapers so come on ,neutral,Setswana
@user nnake o tshogile bathong,neutral,Setswana
@user ke shpo felakealbga modimo gore o tshogile,negative,Setswana
@user kea leboga ntate moela,positive,Setswana
eletsa bo my friend dikuku ,positive,Setswana
@user @user nna gakea mmona sentle nne ke plakile ,positive,Setswana
@user @user sera sa fihla mpho o batlang mfethu ,negative,Setswana
kodwa naye ubedile shem bese unesbindi sok tjela lomuntu ukuthi akafundaka kodwa uye umuntu who committed suicide twice ,positive,multi
iyooo ntho e qetang ho nhlaela ke palame koloi ea baeti ntse ke scrolla tl mona ke ha ho hlaha lepona le lengataaaa kere ke feta le le leng ho hlaha le leng yooooooo m e enoa a pelaka o nshebile heeee ,negative,Setswana
@user hei ngwanaka team ye e tshameka bolo ,positive,Setswana
@user guys you know hacks bese you don t tweet about it ngiyabonga sphalaphala ,negative,Setswana
@user @user na ga ke na mafoko jaanong tsala ,positive,Setswana
 ok but these aren t bad not worth the price but ha di bad thata ,negative,Setswana
@user o vaetse kae setse batho ba act jaana,positive,Setswana
@user nnyaa rra ga ke itse gore o bua ka eng,negative,Setswana
@user ba bolela thata,negative,Setswana
@user nne kere ke bua ka press release ele a bo ke gakologelwa gore ke unemployed ke itse eng nna ,negative,Setswana
@user gore ke tlhole ke akanya sentle jaana ke happy mooo ,positive,Setswana
we are with you ntate clean our city please we need good spaces for our kids ,positive,multi
ha o tsena ka yone mo botswana o taa tshegiwa ke batho bare o mmone o tswa go reka benz ya fake ya sign ya b le ha o kare waa thalosa jang ,negative,Setswana
@user @user @user ntate mashaba is the information you are commenting on verified and confirmed ,neutral,multi
@user ee go kamoso,neutral,Setswana
