tweets,labels,predict_name,Unnamed: 3
@userewu ndoda yini abantu enashaya kwashayeka labo slay queen ubashada kanjani ngane yakwethu,negative,Sepedi,
kile ga nna le selelo se se tona thata,neutral,multi,
@user harare manleave south and mind your own country problems,positive,multi,
@user @user ngathi mina sengzofana nolungile radu,positive,Sepedi,
o ka re go imile nna,positive,multi,
@user aneh mara ngwana wa rehellwa watseba lwena people will always choose,positive,multi,
mantswe a seikokotlelo nka harakaaowack out morena maphale molois video,neutral,multi,
mara ntate thuso motaung aikhona this khoza guy is a lunatic,negative,Sepedi,
@user kante ga le theogele bathong,positive,Sepedi,
@user bathong mos its 1 thing oksalayo ga ke raya nkare le ntshe box ebile,positive,multi,
@user mariga a goroga kana,positive,multi,
@user @user go tla latela sefela ka phuthego after choir,negative,Sepedi,
@user ke llile ke bona tamara a ineela serame sa bosigo,positive,multi,
@user mare wa itsi di conditions tsa bone donthe right thing,negative,Sepedi,
@user u bone sunscreen ke bokae vs cotho ea black label,negative,Sepedi,
potso tsa batho ba palo bathobana ke basimane botlhe shee ke eng o sa tshole ngwanyana meke sule pompo nnanake sule mataese koore ke hedile go helasekgoropa ijoo a karabo bathoba batla tsone karabo to shut them up,negative,Sepedi,
i prayed for you ao modimo a go irelete boshigong bja gompieno,negative,Sepedi,
@user aowa banna koko wa di tattoo le yena mara o tlaswa neng ge nou,positive,Sepedi,
@user o gana nyalo gabotse,negative,multi,
@user aowa ema le rena re kreye pele ke sa nyaka plaka yao ema mo pela koloi,positive,Sepedi,
i wonder letsoha le apere jwang or letlo apara jwang,negative,Sepedi,
nna mekgweetso ya lona mo toropong ye ha ke e thabele le eseng,negative,Sepedi,
@user ko mofa bjang kele backseat,negative,Sepedi,
nna shem wig e yang tshisa dunno if id actually wear it,negative,multi,
ke nnete gore basadi ba loya,negative,Sepedi,
nna kea mo thaloganya gore i really get her,negative,Sepedi,
@user a re o dirang please hala at me simfumane together,positive,multi,
nyalo ko fnb e buletswe gaba nyalwe yaana banyana ba teng,positive,Sepedi,
hewe hewe he will never glow ke mang yo,negative,Sepedi,
le bolela le batswadi ba lena so,neutral,Sepedi,
monthly budget done ja ne bophelo ke ntwa ka nnete,neutral,Sepedi,
@user ke thoma letÜatÜi ka 1 push ups ka mehla,positive,Sepedi,
@user @user ke mmila omo sesane kannete,negative,multi,
thats a forever thing naledi mogadime,negative,multi,
@user o loilwe ke mang,positive,Sepedi,
@user gore kea timela pleke faa,positive,Sepedi,
@user ntate oaka oee ke ke e lihlopha ha kea tla kalaneng mona,negative,multi,
@user batlo le utswa lena,neutral,Sepedi,
@user lemfana lona uye laphaya ngoba ufuni imali trust me ive been in a similar situation yerr bona plus ba monate shem,negative,multi,
@user @user melita one anger yagore john ase amodirela selo,positive,Sepedi,
yoh what about isdima sa la tata and his family,positive,Sepedi,
@user babe worse heaowaats while youre at work and gets em pregnant wena gao mo fa allowance ba ale ba e sharer and you find this out after the baby comes eish im triggered ebile,positive,Sepedi,
atleast tuls recognised thatos beauty i was going to hate this whole pool gang,negative,multi,
my uncle o tsoga a mpoka gompienoke ipotsa gore e batlang this old hippo,positive,multi,
@user @user tlagofa recipe le method wago apeya mogoduesebe hlapi te o phelang o di apeya mo ta tamati yago remiwa ka lekelebeewena dijo nyana te tago diya ntena gabotse wa telela wena sangothoma neng monna aeja mahlafarara ona ale o,positive,multi,
@user ya berekelwa true love lets support a friend bathong tsiso it is,positive,multi,
@user imagine people sure do have issues we know non about mogadime,positive,multi,
@user you lit candles for itlore le nna ke laete ke reng bo neng august,negative,Sepedi,
@user for eng for mokete,negative,multi,
ba santse bare ba fola ka kgang ya mclaren wa ba eletsa story ka bentley,positive,multi,
@user  lenna ke kwele ba mo praisa,negative,multi,
internet etla re bolaisa ka batho who is vele,neutral,multi,
@user o robale ga botse ngwana wa papa hlabirwa,positive,Sepedi,
@user ake nyake ajewe go tshwana lenna,negative,Sepedi,
@user ase nna ke mabaka,positive,multi,
@user lol bophelo ke fatuous ya renkeng askies,neutral,Sepedi,
@user  hobaneng o nagana  jwalo,neutral,multi,
@user @user uena ha u bone ekare potso e teng e ka botsoang ka pic eo,negative,Sepedi,
nna personally ke beile modimo ko pelepelepelekwaa,negative,multi,
if its not lefika its @user my cousins are always trynna kill me ha e le nako ya mmutla yone,negative,Sepedi,
@user great run malome tt,negative,multi,
@user ao batho little suspects,positive,multi,
kgauta le di silivere tse pedi ngwaneso,positive,Sepedi,
@user you were i think the 2nd person i ever spoke to on twitter and you have always been the same kind and funny no one on here has the right to tell you who you should and should not speak to i hope that you are able to resolve this issue as,neutral,multi,
@user heh monna its late now phela some of us dont have headboards,positive,Sepedi,
aowa gas 1 bra john is always standing correct,negative,Sepedi,
shame ke kgale i dont wanna lie,negative,Sepedi,
le rata taba tsa batho kore hoseng tje,positive,Sepedi,
@user @user bolela o lese go re fa di sneak peak,negative,Sepedi,
@user aowa nna am going to russia there are no such things there,negative,Sepedi,
libo to biggie i cant wait to have sex letswai letlao trapa,neutral,Sepedi,
hauwa tse dingwe tse ase tsona,positive,Sepedi,
phatlatsa moruo u ska nna bapala,positive,multi,
@user fat freezing ke tswa go okomela,positive,Sepedi,
le rata di potso tse personal gore,positive,Sepedi,
@user onagana gore ba tseba gore o dula kae,neutral,Sepedi,
@user  beke le beke,negative,Sepedi,
@user @user vrrphawaradio beke le beke 896 @user modimo keo,neutral,multi,
@user @user im like a dog with a bone when it comes to him,negative,Sepedi,
hope i can swallow kabo ma 2,neutral,multi,
@user @user a re tsene daar,negative,multi,
@user nnang le re laletsa,negative,Sepedi,
@user yoh mma tshelete a batho a tshosa,negative,multi,
@user o botse ka nnete nnete sesi tumi,positive,Sepedi,
@user topa ntweo oe lahlele kua ntle,negative,Sepedi,
@user oya go kgaogancha dilo tsela tsa go befa,neutral,Sepedi,
@user hahaha mara rakgadi caro,positive,Sepedi,
@user we already dead reshwele rentse re tsamaya hle,negative,multi,
eish family ya bo motho waka le golla ge ke tsamaya,negative,multi,
ke mjolo wa tlala fela,positive,multi,
keng korobela e ganne go bereka,positive,Sepedi,
@user @user le nna kamo ke yona 46,negative,multi,
konje kgale re kopa di perekis bare hadiyo redi shebile,negative,Sepedi,
@user bonang was with big zulu the other day now pearl is all up in there now slik might be on point,positive,Sepedi,
@user thato yena is only still here because of gas 1 fans but this week she is leaving,positive,Sepedi,
@user eya shoppong o o rome mapula,positive,Sepedi,
@user @user but i doubt they will say mang mang killed him,negative,multi,
@user it is his house phela he pays for it,positive,multi,
bapedi swanetsi re buleng skolo sa go apea bogobe,positive,Sepedi,
@user im still looking after i find out that my ex are yena ha batle go nyala o batla go jola netimagine after 8 years kaofela nna ntsekere wa safer kanti nix tjoo banna,positive,Sepedi,
@user ke tlasa le lewatle,negative,Sepedi,
@user bo hazi le magwala banna,positive,Sepedi,
@user a ba kgaogane le wena,positive,multi,
@user mengbna wena nomjolo tarven owners son,negative,Sepedi,
le tsebe ha hona motho a nlubang joalo ka grotman enamy fighter,neutral,multi,
@user ke well am washing today ebile,positive,Sepedi,
@user @user the girl wa kula shem o batla malome shem @user mo fe hle,negative,Sepedi,
@user kgale ke bona gore wa nkalankala,negative,multi,
@user o kgweletsa okare o kgogo le wena,positive,Sepedi,
@user get bored phela nawe id love to meet you,neutral,multi,
tla o bone boyfriend ya gago,positive,Sepedi,
@user yaanong wa re ragela the unmarried,negative,multi,
@user eseng re apere dress to kill lala go change into the traditional attire or something aowa,negative,Sepedi,
@user le rata dilo mos,neutral,Sepedi,
@user o mpone o mpolae,negative,Sepedi,
lona na kea qabola sefapano ha re sa utloaneng ka maikutlo lea re blocka because of celebrities,negative,Sepedi,
@user a akere wa bona gore e tlamaile e apariwe this thing then di spikes ke tsa arousal and what not,positive,Sepedi,
@user e sale koloi ya bankhe has to pay for ithe might lose his job on the other sideka o tswile la bail ko jail,neutral,Sepedi,
@user mare re tla reng,neutral,multi,
@user nna ke batla thato fela,negative,multi,
@user le didimetse guys mme holy ghost e batla go palama ka thapelo ke rile le mpitse kele thuse,negative,Sepedi,
thats why kene ke thapa ka metsi a sediba a kopantsweng le mmu wa mabitla neke sa batle one masepa a,negative,Sepedi,
@user ankerr lerr ale nyake banyana ba atteridgeville,neutral,multi,
there is a fire on the mountain fire firego nale mollo thabeng mollo mollo,positive,multi,
@user the most convenient system baya go tswala gosele gone ha,positive,Sepedi,
ah ah kea mo utswa,negative,Sepedi,
@user a gole a gole every time i see her shes taller,positive,Sepedi,
@user @user korr wa bolela ka spot tse ke li tsebang hantle jwale yeno wa econo ao thulang haketa ao tsekisa gore o mo thutse ebe jiki jiki o sa le friendly o kotsi hampe o kile a leka ho nketsa jwalo le nna ene ka mo t,positive,Sepedi,
hae o sa re tena hle honeng,negative,multi,
ba re o dumb bitch o reng wena,neutral,multi,
@user @user we fucked wena nabani lala thina sidudula stronger than ever manje,positive,multi,
@user o dirile ka bomo,negative,multi,
@user morning too are tsoge re ye go phanda,negative,Sepedi,
mar biggie wa rena o broke neh no winning cars trips to kae kae thousands of taozens heh di furniture tse dese and what what yoweehh @user,negative,Sepedi,
aowa mare this friend request,neutral,Sepedi,
lesoul uvusa idlozi bathong re groova kae,neutral,multi,
@user bathong lesego ga o boi,negative,multi,
@user nna kesa go rata my lovely,positive,Sepedi,
give yourself time and trust the process otlo popa ngwana ko gae,negative,Sepedi,
@user bahumi ba gabs lea tshela,negative,multi,
my friend please give me two leleme,positive,Sepedi,
@user re ka se kgone,neutral,Sepedi,
faseng la egepetapusong ya kgosi farao yoh sello se segolo sa tlhaba legodimomosa wa modimo a romela moshe go ba lokolla faseng la bokgopokanana ra ya rona raya kanana ra ya rona winnie mashaba,positive,Sepedi,
beautiful interview by tulz and thato,negative,multi,
@user but the other team is going to sleep tulzs team just loves to hear him quacking angeke phela,positive,Sepedi,
a re a rurii a ruri le boleletse malome,negative,Sepedi,
@user tichere ruta bana ho ngolake tsona ntho tseo bare ngolla tsona on whatsapp akere le itse reba rekele li phone,positive,Sepedi,
@user boemo ba imbalance ea gender ha ho khethe nku ka perezonked bonke,negative,Sepedi,
@user my problem is ive had 2 piercings and theyve both gone bad ande kea di rata hle,positive,Sepedi,
sore throat for days now and headache also ga go monate,positive,Sepedi,
@user @user justice for orange bikini naledi mogadime to the world,negative,Sepedi,
terry will regret forming an alliance with guys bona jwale,negative,Sepedi,
@user bathong uncle of the nation,positive,multi,
@user @user eish today nka se kgone but tomorrow ke tlo go tsaya ra di latela,positive,Sepedi,
sealed with a kiss i was never ready,neutral,multi,
bare weekend ye e nyaka motho a tlogele di savanna a reke di pantyim over this country,negative,Sepedi,
@user dude this put me in a foul mood the whole of last week friday because the reason was also so lame so now i pay tax pay medical aid then also have to make a copayment aowa how much more do they want to squeeze out we are already goi,negative,Sepedi,
@user lego dira gore go pald 6,negative,multi,
nguthapelo thapelo wa di hloka shame,positive,multi,
@user tshwane the dark city not even one street light working congratulations admin for creating darkness in the capital city of tshwane,positive,multi,
@user taba ya sleeping over ke e kwele ka yena a re ba e dira ko derrick kobe kua lebowakgomo the basic idea doesnt make sense mara amsho its widespread,negative,multi,
@user iketle times are tough,negative,Sepedi,
f 1 and fp 2 hope theres not too much damage to that car,positive,Sepedi,
@user bayanya labo kalatshan share video for what i am here for that dubai will suffer,positive,Sepedi,
if ke batla ngwana wa moshimane by march next yeartshwanetse a bo ke imile ka may kana june bolelang ka pelei need to find a fatherdonor,positive,multi,
yone mme ga e monate nama ya podi same whatsapp group lebo avocado legapu mango le mo gongwe mo go ntsi ntsi,positive,multi,
@user@user but still find other ways to make things better not nyela your mother like this aowa be angry shap talk to her and tell her you dont appreciate that not sommer shit on everyone thats when th,negative,Sepedi,
@user@user @user mr producer @user o sebeditse ka lerato le boisterous rea leboha bravo,negative,Sepedi,
@user  bra etla ke ho rekele 6,positive,Sepedi,
@user @user mashoto  ka moka ,negative,Sepedi,
@user yhu haa these ones are going to tell you ba shota ka ya di flights wa bona already di entry fee di ba tshwere ka di washene,negative,multi,
@user sa laola ke weather mei skat,neutral,multi,
mpho king of the boys,negative,Sepedi,
@user ake tsebe why o rata go tweet nna esecho ke ija,neutral,multi,
my biggest fear when i was a teenager was having twins not getting pregnant like ke ireng ka bana ba babedi le nna ke le ngwana bathong,positive,multi,
annie personally o beyile bashimane ko pele pele,positive,Sepedi,
@user @user nana or ngwanaka,positive,Sepedi,
i am going to vote for themba next week just to make sure gore ngwanyana ola o mongwe a hwetse selo,negative,Sepedi,
@user aiphela some are lazy thinkers who so unnecessarily worship american celebrities drake sent a shoutout to mangmang wtf,neutral,Sepedi,
@user kopa o buise forehead yaka ka lerato before keo betha,negative,multi,
@user mpopi wa goba le,negative,Sepedi,
i know hle mamakhe bona geh gopela betha 1 nyana without compensation,negative,Sepedi,
re teng re dumedise le rona,positive,Sepedi,
@user @user ai he spoiled a beautiful thing banna,neutral,multi,
@user ke nnete akere my broer,negative,Sepedi,
tukz yena ke lucky fela a ba ke top 3 shame uya bhora i dont know how come he lasted this long in the house,negative,multi,
bathong wee kganthe bonginkosi a se fan ya malema la tseba dipolitiki di tlo re ia re ahlamile,negative,Sepedi,
oh wow biggie bathong o romantic waitsi mara final week,positive,Sepedi,
@user tota go wrong gao tshego gole busy never,positive,Sepedi,
@user ke tla di reka ka go jela tsona wenz enwa medlemon o tlogele go nlapisha speed recovery my angel,negative,multi,
yeah yoo 1 thing did is bring us smart ladies yobo thato bo terry mpho nale,positive,multi,
@user ai wena onagana gore rekwa ka wena,negative,Sepedi,
@user lona le sele hampe,negative,Sepedi,
wabona after elclasico a ke mind ge admin wa barΓö£┬║a a tweeta ka yona everyday,positive,Sepedi,
sis @user kopa ho rekela r 50 meal tomorrow at 2pm you have been more than genuine to me,positive,Sepedi,
@user bathong friend askies lol at least i laughing now lol go monate on this punter streets,positive,Sepedi,
bathong tiramisu would go in rn,positive,multi,
kalau pakwe syifa melvin score penalti tadi mesti kita seri,negative,multi,
@user 2hrs ago okare o laela di side tsa gago jwalo,positive,Sepedi,
@user nkare ka o bona mofufutso oo ee ga ke fitlhe geh,positive,Sepedi,
@user tsela e ea kae bo tseleng,neutral,Sepedi,
@user @user kudu fruits and less sugar,positive,Sepedi,
@user ba tswafa haibo madoda iteam yadliwa,negative,Sepedi,
@user o nyakile ho ikakela,positive,multi,
@user same here batho ga ba tshwane bitso we different,positive,Sepedi,
@user  go raore ase soulmate yao ge gole byao mos if they block me id die yho,negative,Sepedi,
@user @user haik lona maar,positive,multi,
@user e monate too much,negative,multi,
@user ahee mathebula baloyi nyimba ya khalanga,negative,multi,
@user wena wa ntshwenya waitse,positive,Sepedi,
thato and sis tamara im not ready for them to leave,positive,Sepedi,
babemhmwhen i see you i mountain what ha ke go bona ka thaba mahn,negative,Sepedi,
@user mona ebile re nonne,neutral,multi,
@user gona o tla namela mohlala hee,negative,multi,
@user  seyizowa ngegate nje lo tata,negative,Sepedi,
@user tsena ka studio thats a bar,positive,multi,
gake investe mogo yone till next week di twiggles ke rastseno gore kana,positive,multi,
@user @user ao monake tswa ka bo 4am,positive,multi,
@user lebelo leya fela thota e sale,negative,Sepedi,
@user mos i slept early kgante ne re scamiwa mo byale nere roga mang,negative,Sepedi,
@user dilo ke di itirile,neutral,Sepedi,
kgale kele botsa gore banna kedi agent tsa satan,negative,Sepedi,
whoever advised him ho theha o mo lietse because isnt government one of mgcs biggest clientsjoale ha ele team ena teng ill reserve my comments,positive,Sepedi,
i hope schumacher is okay,negative,multi,
@user @user kgale ba go tshwere ka letsogo in this one ke bone,positive,Sepedi,
@user ha ke itse gore visa ya weekend e tla approviwa nah,positive,Sepedi,
@user @user hahahaha phela mina ani vabyi chukele,negative,multi,
@user double jwale mosadi le girlfriend,positive,multi,
@user earpiece ke ya eng o bolela le mang ka earpiece,positive,Sepedi,
@user already ke yemetse di 24 june nna ke lapile already,negative,multi,
@useryoure hardheaded wena mara its fine mokgalabje will now sell in peace because we all know that lux will never get wa papa nt to do the searcha lot of politicians will be exposed,neutral,Sepedi,
@user @user o batla tshelete a gago,negative,multi,
@user richard ke ngwana o nyaka dipompom fela,neutral,Sepedi,
gash was ready to run away with thato,negative,multi,
okare ba ka betha casper mara mfanola ka mo sola,positive,multi,
@user ai i quit ke rata mazulu byang,negative,Sepedi,
@user aker  papa go ke ona a re re beye tshelete re rele dikoli,positive,Sepedi,
@user mara banna le tseya kae di theory tse,negative,Sepedi,
@user @user say moetapele oa hao le mahlana a hae win are they now going to focus on politics running the country and put their businesses aside kapa joale le ba beha moo batla ipha ntho engoe le engoe all the leaders tsa rfp are business man and women wh,neutral,Sepedi,
@user palo good that one,positive,multi,
@user otle mo refelletse taba ye,neutral,Sepedi,
@user @user kea robala ke ferekane gore,positive,multi,
@user  7 monna o bolawa ke seo a se jelego 8 kgomo ga e nthe boloko kamoka,neutral,Sepedi,
@user @user hes cool kuwe phela,positive,multi,
@user wanted by who lerato,positive,Sepedi,
@user @user o phapha okare ga o lwale,positive,Sepedi,
@user @user theo martins poort,neutral,multi,
pedi a foto q eu tirei com o ze no celular dele e ele me mandou isso cade a fotoo,neutral,multi,
@user i blatantly refused never aowa,negative,Sepedi,
sore throat runny nose tired but no covid which means i get to go to work,positive,Sepedi,
@user le bona ha ba bake,positive,multi,
@user ah mara kgale ritsi gore da ke ko bofebeng batho ba no makala,negative,Sepedi,
@user @user hey babes kea lebogake berekisa di products tsa native child,negative,multi,
@user@user eish askies mfowethu ngikufisela inhlanhla with that phela ngumugabe lowa uzophuma masekuthande yena,positive,multi,
i lebile netflix ka mang,negative,multi,
@user ko tsoga ka 2am,positive,multi,
@user gongwe ga ise o je bo bo monate thata tlhe,neutral,multi,
ebil ke bata go go roga so giving me a chance to do it in person,positive,Sepedi,
@user @user o rata drama,positive,Sepedi,
@user @user di tlo bowa mo,neutral,Sepedi,
@user ehh nka mo direla bothata,positive,Sepedi,
@user he keeps saying pressing is ove papa ted motho yo o ka bolawa ke di team ha a ka coacha ronaldo cant run go bothoko,negative,Sepedi,
@user o ka nna oa bo rekisa oena o bata tshelete ka belaela,negative,Sepedi,
@user bathong mara e tla fela taba ya red carpet,positive,multi,
@user banyese mphooza ba hemise ka di pipe lala,negative,multi,
@user metsotso eaka ea sono,neutral,multi,
le utlwile the gfc congratulates our partners from the margarine team for walking away with best international feature film and to thabo khambule for walking out with the vanguard award for best directing in a feature film at last weeks @user 12,neutral,multi,
@user matla asona ke bophelo lovie,positive,Sepedi,
@user lmao kaba ka gopola kgang ele,negative,Sepedi,
@user a gona is cant mo maths,positive,multi,
its so hard please re haohelere utlwele botlhoko tlhe morena @doubleupmatome,neutral,Sepedi,
@user tsena o tla utlwa ka mogote,positive,Sepedi,
ke bula matlho le go botsiwa ka motogo kore she was waiting for me to wake up all along,positive,multi,
@user @user harare duo beke le beke or beke,neutral,Sepedi,
kgale ke ba botsa ba sa ntshepi,neutral,multi,
full time scoreyoung boys 3 3 liverpool development toka mkhuseli lebohang after penalties young boys won 5 4man of the match lebohang mofokeng,negative,multi,
@user mathata jwang wena rena ba bangwe nkabe re tsogile ka go donate,negative,Sepedi,
@user @user ithi u na manga ke mo rata soh,positive,Sepedi,
@user zlatan also the only goal merchant is lewa bro he doesnt assist veleibra at psg was assisting cavani also,negative,Sepedi,
@user @user iyoo nna nka loya if i quit alcohol nka fofa ka lefielo,positive,Sepedi,
@user @user usebuyile egoli ebeyi vip phela lapha kwamtn conference eshutha nama ceo,positive,multi,
@user @user i will just nock then makoti atla kontlong will pay the rest every month,neutral,multi,
@user ijoo papa nna re lwa ntwa tsa semoya,positive,Sepedi,
ke excited for birthday ya hae okare ho birthdaya nna setse ke tlhakantsa present ke nagana  le khekhe,positive,Sepedi,
@user ho nice to have a crazy friend o tsebe,negative,multi,
thats because we stan a top tier hun naledi mogadime,positive,multi,
@user @user madume mkp lebo tsoginki eish fish oil e utlwala fela jaaka e rata ka tlhwatlhwa go kanna thatanyanabatlharos 1190,negative,Sepedi,
@user kgale ko kgalemela this thing ya i have work,negative,Sepedi,
@user theyre all so demanding im actually tired aowa,negative,multi,
@user @user kanyo mate twiggie is the worst at this nonsense motho yo o a duba tlhe bathongkoore ke ene dubai tota,negative,multi,
@user hape batho ba humile lena,positive,multi,
@user you deserve to be the president of afrika,negative,Sepedi,
@user nna ke free bae nkile kgale nou ha kena,positive,Sepedi,
i hope my parents know that when i move back home itll definitely not be back to their house,positive,multi,
@user nnyaya this girl le ene ga a botlhole gwaa kana nkabo a rile nkatla goaowaka my cousin or uncle kwano last year,neutral,multi,
entlek cream le reka le mollo kapa marama lea besa one side,negative,multi,
@user charles hle wa tshela,negative,Sepedi,
testing testing ke bona bhari e tswere albany mo strateng ke mo tabole 2020,negative,Sepedi,
yohh this baby aowa hle,positive,Sepedi,
@user no bathong hes looking out for lewis hamilton tonight,negative,Sepedi,
@user leka o tshwere allergex on the side just in case,negative,Sepedi,
@user who said that mara lena,positive,multi,
@user @user bare nku re reka mosela ere ke gomele gona fao,neutral,Sepedi,
wena mo gae ono tlela go ja le go tseya dijo,negative,multi,
@user osebete watseba wena mara ausi,negative,Sepedi,
@user a ya kae a sena le ha ele 1 pula,negative,Sepedi,
@user haibo they were talking about venus when she was in the house bathong theyre just mad they spent most of their time as viewers,negative,multi,
lets rock le fatse lala,negative,multi,
go rata dilo go tla go tsentsha in awkward situations sometimes,neutral,Sepedi,
@user @user potso tsa gago todd,negative,Sepedi,
@user @user exactly hape 1st page moo ha e ngoloe joalo i have a feeling it is photoshopped or somethingke printer efeng e etsang printing e sekame unless e beuoe moo ke motho a ntsa ithuta le eona photoshop eo ea teng,positive,multi,
@user @user dyman o iketlile o betha ka shlare,negative,Sepedi,
@user @user ke ya leboga kaola,positive,Sepedi,
thursday i am closing my chapter here mentally akea bolo go e tswala heeii,positive,Sepedi,
@user ebile ne ko bontsha gore lenna ke upgradile,negative,Sepedi,
@user @user imagine seke thola kele lerato fatima muhammad iyhoo nkalla gore fela,negative,Sepedi,
@user askies tsea break nyana o te khutse rena,negative,multi,
@user o ngopotsa game tsa kgale wena,positive,Sepedi,
batho ba bokone bophira ke nako ya gore le eme ka dinano batswa ntle batshotse lefelo la ronalegae la rona,negative,Sepedi,
@user @user e ne e re tsene kana mmarothe ka jaratao bata go toga o nkwala kwala mo dikoranteng o re ke go reketse dilo,positive,Sepedi,
@user eyi watseba mara tray e kae le metsi ago hlapa matsogo,positive,Sepedi,
@user i dont know how i read lerete la modimo,negative,multi,
@user o ferekane wa mma bjale,negative,multi,
otherwise o ya go finda out ebe go sa nne monate,negative,Sepedi,
@user perfect running e kapa well done zizi,negative,multi,
i dont befriend women e le mosadi a bolelang pickmisha cockwhore,neutral,Sepedi,
@user ehh wa ntseba mos wena sesi,neutral,multi,
@user ahh ahh watched the first half mcto a dira zero abo ke bona gore no maan retla bolawa ke team abo ke chaisa,negative,Sepedi,
@user i dont even have a great history with looks lebone,positive,Sepedi,
@user sis im not even saying that ka pelo e mpe im just saying looking at a person and assuming their nationality is gona screw some of us over cos we are too dark or have tlhogo e tshwanang le ya ma nigeria badly worded maybe i am sorry,positive,multi,
@user hona ha machesetsa ane a qeta ho ipuela maobane ka gore ha honaaowalete e matekane atla e thola nxa,positive,Sepedi,
my phone today ya fisha le yona e no tima tima ga ntshie tirile loadshading le letÜatÜi la lehono,negative,Sepedi,
where is her business woman of the year award yey phela ubusy umazet,positive,multi,
u tlo ipolaeloa ke mona feela,positive,multi,
kia rio e sexye tshwanela basadi yhu,positive,multi,
@user @user buyang polokwane bo lenaaseblief,negative,Sepedi,
@user ke le wena nka rena clothes kaaowalete yao patela legal team,neutral,Sepedi,
@user they will say ke dilo tsa batho,negative,multi,
@user o bolela nnete my chomie,neutral,Sepedi,
@user ah o itse thata ka bushiri wena kana neo mo follower lweena,neutral,Sepedi,
@user @user ha ke batle ho qabana le tumelo ne ke tla o batlela,positive,multi,
@user a re ga gona le fa e motho o ke thusanang kana tsala,positive,multi,
ba ka setlogelesekgowa bana ba angiethey wanna show us ke di sapiosexual akere,positive,Sepedi,
ya nor ha re tlogeleng taba tsa batho pls,negative,Sepedi,
@user @user hee hayi sana sise kumarch sele eye kayi 3 it must be a ndoda and im jealous,negative,Sepedi,
@user@user @user thank you wa papa ,positive,Sepedi,
@user ka nakweo wena le bomma le so le lahletsa bana ba batho,negative,Sepedi,
tlogelang bo pervert lona hlere tlhompheng,negative,multi,
@user aowa ore tswalelela ka ntle kea bona,positive,multi,
@user looking good ntate @user get from as little as r 2 dial 180 or 123 or choose the social bundle thats available to help you stay connected,neutral,multi,
dirk and anna yi movie lena sana,positive,Sepedi,
hector is not even dangerous sis vee must know that thando ke ene a kotsi thata thata monahh yoh its about to go down,negative,multi,
o go nyaka o mmoditse gore ase kgale o fodile from heart break a goaowaat le yena,negative,Sepedi,
tsotsi taal will have you critically analysing conversations just to make sure ukuthi yall are both talking about the same thing,negative,multi,
@user hauwena kat le now aoso thole mothoor its cause you do not answer your dms maybe,negative,multi,
@user @user are o tlala ka le pansula,negative,Sepedi,
o go swane le hlapile lehono shem,positive,Sepedi,
@user @user o nyaka diewallet,positive,Sepedi,
@useraowa wena re tla reng ge re bethwa ka lebala la gore re mapedi,positive,multi,
@user ntse re sa mmone,negative,multi,
being a teacher is the most challenging job everbana ba lona ke ba ba boroletse fela ba ntibile ga ba itse se ke bolelang ka sone,negative,multi,
@user ke lepara re byao o tla twayela,neutral,Sepedi,
@user o mo leko wa motho,positive,Sepedi,
le kerekeng ga re apare mekotla ye mekaa ya dikhethe,negative,Sepedi,
not themba telling them he walked from pretoria to jozi yah ne my ghost,negative,Sepedi,
@user gaddam le bona nnete mos,positive,multi,
@userpretoria is on the other side of the world,positive,Sepedi,
@user eh wena nna re bona mehlolo mo,negative,multi,
@user nah ke tla ithoma these lads aint loyal,positive,Sepedi,
@user aowa old age kea e thaba,negative,multi,
@user yoh ene when it has spoken it has spoken chile nna ka mo rata thata,negative,Sepedi,
@user now i feel sorry for them nagana standing outside for more than 10years in this cold,negative,multi,
@user fede o nyaka clapa or we bona jwang @user,positive,Sepedi,
normalise making sex a file again ngeke phela,negative,multi,
basadi ba bolela nnete go dirisa tshelete a gago ga go monate le eseng my mom should do better man agh,positive,Sepedi,
@user  thats why they didnt take lux to dobsi cos they know why is he not ko dobsi tlogela this guy maan,negative,Sepedi,
@user ga e ateng lefaseng kamoka,positive,Sepedi,
@user bathong tshepo were still at work,positive,Sepedi,
@user ukusizi phela lets just get married nje once,positive,multi,
so i tipped the petrol attendant earlier that guy was so happy and it wasnt even that much ao tanki bra yaaka ke leboga go menagane kea go rata a modimo a go segofatse everyone in the station was looking at him a bina he even waved after i left,positive,Sepedi,
@user re tlogele pearl rebo fake it until you make it,positive,multi,
ke setse fela ka go nna moloi,positive,multi,
lmao not mpho shouting venus,positive,Sepedi,
@user rakgadi bothata ke eng kgane,negative,Sepedi,
@user @user otla send video mos,negative,Sepedi,
@user le ya go ja gape,negative,Sepedi,
@user ere ke delete fok batho ba twitter i even felt bad for her,negative,Sepedi,
@user gobe go nyewa neh,positive,Sepedi,
@user ke nyaka baloyi ba kua lebowakgomo ba ska robala 2 years la moka,positive,Sepedi,
ong shebisa ka mahlo a batho,negative,Sepedi,
a gona bjala ba ditshele bjana ka corona le hennessy jerr,negative,multi,
@user @user my all time favorite is the late lebo mathosa may her soul rest in peace,negative,Sepedi,
@user aowa i retired from umjolo,negative,multi,
@user le nna ke kgopela picture lwena,negative,Sepedi,
@user nnete le yona ka go baba,positive,Sepedi,
di beer tseo tsa 1 bare ke vaccine kgale le sokodisa le ganoe tlhaba,positive,Sepedi,
@user @user bathong mind your business nono,negative,multi,
moya used to be my track,positive,Sepedi,
my baby competing in kata for the first time and got a medal how cute is my little warrior,positive,multi,
